head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
cnn,two_consecutive,0.05,-7.351523399353027,0.049786628733997154,2220,2011,675,1336,209,0.045925925925925926,0.010479041916167664,0.28592814371257486,0.02619760479041916,0.08532934131736528,0.11377245508982035,3.447643995285034,3.0,0.08688769677249143,0.07826928150558438,0.10941726088025572,0.4512355993316331,0.17345546677061002,0.16267942583732056,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.1,-6.329837799072266,0.09957325746799431,2220,2011,675,1336,209,0.0962962962962963,0.02844311377245509,0.4438622754491018,0.05688622754491018,0.16991017964071856,0.2372754491017964,2.6172006130218506,2.0,0.16075982763169466,0.1363996130507431,0.19068109171379394,0.4512355993316331,0.3022802572597934,0.22009569377990432,,,,,,,,,,,,,,,,
gru,single_low,0.01,-10.004229545593262,0.00995732574679943,2220,2011,675,1336,209,0.008888888888888889,0.002245508982035928,0.19011976047904192,0.011976047904191617,0.0374251497005988,0.061377245508982034,4.216535568237305,4.0,0.06921115117403923,0.0668366898249934,0.09343496434718465,0.4512355993316331,0.14811927499512764,0.7129186602870813,,,,,,,,,,,,,,,,
gru,single_low,0.05,-8.01374340057373,0.049786628733997154,2220,2011,675,1336,209,0.054814814814814816,0.020958083832335328,0.4341317365269461,0.06661676646706587,0.1474550898203593,0.23502994011976047,2.787930965423584,2.0,0.17386333655791048,0.15759387916630024,0.22030981067125646,0.4512355993316331,0.34924965893587995,0.8660287081339713,0.0385185182094574,0.07111111283302307,0.013473053462803364,0.02919161692261696,0.4071856141090393,0.45958083868026733,0.053892213851213455,0.07934131473302841,0.128742516040802,0.16616766154766083,0.21257485449314117,0.25673651695251465,0.14392215013504028,0.17203223705291748,0.3231807351112366,0.3756852149963379
gru,single_low,0.1,-6.88909912109375,0.09957325746799431,2220,2011,675,1336,209,0.10222222222222223,0.04341317365269461,0.5247005988023952,0.10553892215568862,0.23802395209580837,0.35254491017964074,2.1455063819885254,2.0,0.24219505760267346,0.20877671269017675,0.29186132284238997,0.4512355993316331,0.4626778405768856,0.937799043062201,,,,,,,,,,,,,,,,
gru,two_consecutive,0.01,-9.11765193939209,0.00995732574679943,2220,2011,675,1336,209,0.011851851851851851,0.0007485029940119761,0.12949101796407186,0.004491017964071856,0.010479041916167664,0.027694610778443114,4.572254180908203,4.0,0.03790343857180547,0.036584293377891125,0.05114334890582739,0.4512355993316331,0.08107581368154355,0.10526315789473684,,,,,,,,,,,,,,,,
gru,two_consecutive,0.05,-7.204776763916016,0.049786628733997154,2220,2011,675,1336,209,0.056296296296296296,0.011976047904191617,0.35104790419161674,0.01721556886227545,0.06961077844311377,0.1437125748502994,3.279317617416382,3.0,0.12118547181426435,0.10896139301732477,0.1523235800344234,0.4512355993316331,0.24147339699863574,0.17703349282296652,,,,,,,,,,,,,,,,
gru,two_consecutive,0.1,-6.0051045417785645,0.09957325746799431,2220,2011,675,1336,209,0.09037037037037036,0.029191616766467067,0.4723053892215569,0.033682634730538924,0.14820359281437126,0.28592814371257486,2.4960379600524902,2.0,0.18186615073432416,0.1586491953214317,0.2217850995820015,0.4512355993316331,0.35158838433053985,0.2727272727272727,,,,,,,,,,,,,,,,
attention,single_low,0.01,-9.676360130310059,0.00995732574679943,2220,2011,675,1336,209,0.008888888888888889,0.0014970059880239522,0.12949101796407186,0.0074850299401197605,0.017964071856287425,0.03817365269461078,4.3179192543029785,4.0,0.05795444551930349,0.05487644006683669,0.07671502335874109,0.4512355993316331,0.12161372052231534,0.6411483253588517,,,,,,,,,,,,,,,,
attention,single_low,0.05,-8.52728271484375,0.049786628733997154,2220,2011,675,1336,209,0.05185185185185185,0.01122754491017964,0.36002994011976047,0.051646706586826345,0.13323353293413173,0.21781437125748504,2.4864864349365234,2.0,0.17808460117843639,0.15952862545070795,0.22301450700762232,0.4512355993316331,0.35353732215942313,0.7607655502392344,0.03700000047683716,0.06962963193655014,0.005988024175167084,0.01721556857228279,0.33458083868026733,0.38474926352500916,0.040419161319732666,0.06362275779247284,0.11526945978403091,0.15046782791614532,0.19459205865859985,0.2402694672346115,0.1433083713054657,0.17445342242717743,0.321957528591156,0.38137248158454895
