arm_a,arm_b,roc_auc_diff,roc_auc_diff_ci_low,roc_auc_diff_ci_high,roc_auc_prob_a_better,roc_auc_prob_a_worse,roc_auc_significant,average_precision_diff,average_precision_diff_ci_low,average_precision_diff_ci_high,average_precision_prob_a_better,average_precision_prob_a_worse,average_precision_significant
gru_lr3e-5,attention_pe_lr1e-4,-0.00012117624282836914,-0.009491784870624543,0.00963834226131439,0.482,0.518,False,0.0010551810264587402,-0.011354100704193116,0.013391238451004027,0.57,0.43,False
gru_lr3e-5,attention_pe_lr3e-5,-0.015194535255432129,-0.023961929976940154,-0.006800755858421338,0.0,1.0,True,-0.01518315076828003,-0.026459755003452302,-0.003608226776123051,0.0055,0.9945,True
gru_lr3e-5,attention_pe_lr3e-4,0.04773145914077759,0.033725039660930635,0.06224041283130645,1.0,0.0,True,0.05875927209854126,0.036750930547714236,0.08226954638957977,1.0,0.0,True
gru_lr3e-4,attention_lr1e-4,-0.05063676834106445,-0.061686718463897706,-0.040735830366611485,0.0,1.0,True,-0.0577581524848938,-0.07244300395250321,-0.044130893051624306,0.0,1.0,True
gru_lr3e-4,attention_lr3e-5,-0.057023465633392334,-0.06921360194683075,-0.04577510058879853,0.0,1.0,True,-0.060871005058288574,-0.07693724185228348,-0.04630107581615448,0.0,1.0,True
gru_lr3e-4,attention_lr3e-4,-0.03252887725830078,-0.04199458807706833,-0.023832415044307723,0.0,1.0,True,-0.038325488567352295,-0.05150819420814514,-0.025915481150150303,0.0,1.0,True
gru_lr3e-4,attention_pe_lr1e-4,-0.04654747247695923,-0.05836508125066757,-0.035159185528755195,0.0,1.0,True,-0.04588127136230469,-0.061909022927284243,-0.030236120522022264,0.0,1.0,True
gru_lr3e-4,attention_pe_lr3e-5,-0.06162083148956299,-0.07405203133821488,-0.050428679585456854,0.0,1.0,True,-0.06211960315704346,-0.07767724394798278,-0.04745333045721057,0.0,1.0,True
gru_lr3e-4,attention_pe_lr3e-4,0.0013051629066467285,-0.014581002295017242,0.016959974169731135,0.5655,0.4345,False,0.011822819709777832,-0.012600235641002655,0.0355998873710632,0.8185,0.1815,False
attention_lr1e-4,attention_lr3e-5,-0.006386697292327881,-0.013001562654972076,0.0004451960325241082,0.034,0.966,False,-0.0031128525733947754,-0.011086462438106537,0.0053559184074401835,0.237,0.763,False
attention_lr1e-4,attention_lr3e-4,0.018107891082763672,0.008935649693012238,0.02701306045055389,1.0,0.0,True,0.019432663917541504,0.00805816799402237,0.030518928170204154,1.0,0.0,True
attention_lr1e-4,attention_pe_lr1e-4,0.004089295864105225,-0.004465141892433166,0.012630479037761676,0.8325,0.167,False,0.011876881122589111,0.002158056199550629,0.022618168592453,0.9895,0.0105,True
attention_lr1e-4,attention_pe_lr3e-5,-0.010984063148498535,-0.018916362524032594,-0.0031779304146766748,0.0015,0.9985,True,-0.004361450672149658,-0.012980498373508453,0.004444929957389825,0.164,0.836,False
attention_lr1e-4,attention_pe_lr3e-4,0.05194193124771118,0.03844799250364304,0.06636572778224943,1.0,0.0,True,0.06958097219467163,0.04831959158182144,0.09310500472784042,1.0,0.0,True
attention_lr3e-5,attention_lr3e-4,0.024494588375091553,0.01499553918838501,0.033651930093765256,1.0,0.0,True,0.02254551649093628,0.011051172018051147,0.03379910588264464,1.0,0.0,True
attention_lr3e-5,attention_pe_lr1e-4,0.010475993156433105,0.001543460786342621,0.018951922655105584,0.991,0.009,True,0.014989733695983887,0.0042893186211586,0.025205250084400166,0.9965,0.0035,True
attention_lr3e-5,attention_pe_lr3e-5,-0.004597365856170654,-0.011009517312049865,0.0010900020599365224,0.061,0.939,False,-0.0012485980987548828,-0.009046199917793273,0.0059654101729393,0.3555,0.6445,False
attention_lr3e-5,attention_pe_lr3e-4,0.05832862854003906,0.04363602548837662,0.07388845682144164,1.0,0.0,True,0.0726938247680664,0.05056852996349335,0.09706872552633286,1.0,0.0,True
attention_lr3e-4,attention_pe_lr1e-4,-0.014018595218658447,-0.02392752319574356,-0.003856432437896757,0.0045,0.9955,True,-0.007555782794952393,-0.020323461294174193,0.005305996537208554,0.135,0.865,False
attention_lr3e-4,attention_pe_lr3e-5,-0.029091954231262207,-0.03890177309513092,-0.019245104491710664,0.0,1.0,True,-0.023794114589691162,-0.035670189559459685,-0.011905530095100404,0.0,1.0,True
attention_lr3e-4,attention_pe_lr3e-4,0.03383404016494751,0.02046903222799301,0.048030637204647064,1.0,0.0,True,0.05014830827713013,0.02721313387155533,0.07371263504028319,1.0,0.0,True
attention_pe_lr1e-4,attention_pe_lr3e-5,-0.01507335901260376,-0.024352774024009705,-0.006633321940898897,0.0005,0.9995,True,-0.01623833179473877,-0.0271688312292099,-0.0053868383169174226,0.002,0.998,True
attention_pe_lr1e-4,attention_pe_lr3e-4,0.04785263538360596,0.03469632714986801,0.06220535188913344,1.0,0.0,True,0.05770409107208252,0.03762279152870178,0.08010279238224029,1.0,0.0,True
attention_pe_lr3e-5,attention_pe_lr3e-4,0.06292599439620972,0.04859228283166885,0.07837322801351547,1.0,0.0,True,0.07394242286682129,0.05269759595394134,0.09914647191762921,1.0,0.0,True
