head,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
linear,0.7662816643714905,0.748924832046032,0.7831818833947182,0.7594026327133179,0.7377383604645729,0.7803079605102539
mlp,0.8419362306594849,0.8275186911225318,0.8563336238265037,0.840409517288208,0.8231436133384704,0.8566582262516022
cnn,0.8584514260292053,0.843649323284626,0.872264851629734,0.8636671304702759,0.847923892736435,0.8774320542812347
gru,0.865001380443573,0.8510822892189026,0.8790087595582008,0.863470196723938,0.8456191033124923,0.8803157553076744
attention,0.8755985498428345,0.8623657986521721,0.8888125538825988,0.8774047493934631,0.8622857391834259,0.8921556040644646
attention_pe,0.8801959156990051,0.8676408708095551,0.8926334843039513,0.878653347492218,0.8633404940366745,0.892563933134079
