head,threshold,calibration_accuracy,n_trajectories,n_steps,accuracy,balanced_accuracy,roc_auc,average_precision,ranking_accuracy,first_error_boundary_drop,matched_correct_boundary_drop,position_controlled_boundary_effect,n_error_boundaries
linear,-4.132842540740967,0.7061304450035095,2223,12735,0.7021594047546387,0.7009199857711792,0.7662816643714905,0.7594026327133179,0.9166530211233012,0.4978794044058378,0.2518220226726845,0.24605738173315328,789
mlp,-3.2201223373413086,0.7629832029342651,2223,12735,0.7626227140426636,0.7629648447036743,0.8419362306594849,0.840409517288208,0.9119043720320943,0.674634196751849,0.11914939254897608,0.5554848042028729,789
cnn,-3.4063549041748047,0.780554473400116,2223,12735,0.7808402180671692,0.7809638977050781,0.8584514260292053,0.8636671304702759,0.9241853610610774,0.5343017047802305,0.04128705119435749,0.49301465358587304,789
gru,-3.26285457611084,0.7860991954803467,2223,12735,0.7886925935745239,0.7884172797203064,0.865001380443573,0.863470196723938,0.9140330767971181,0.4564172410912557,0.04783122183793844,0.4085860192533173,789
attention,-3.842759132385254,0.8073408603668213,2223,12735,0.8023557066917419,0.8017220497131348,0.8755985498428345,0.8774047493934631,0.9006058621254298,0.6135671453430059,-0.01055820750526548,0.6241253528482714,789
attention_pe,-3.877267837524414,0.8067942261695862,2223,12735,0.8044758439064026,0.8037864565849304,0.8801959156990051,0.878653347492218,0.8884886196168331,0.5839622436924654,-0.04327807799404464,0.62724032168651,789
