head,agg,method,k,accuracy,ci_low,ci_high,diff_vs_majority,diff_vs_majority_ci_low,diff_vs_majority_ci_high,p_vs_majority,p_holm_vs_majority,n_questions
mlp,min,weighted_vote,4,0.3649734556674957,0.34457827284932135,0.3862395599484444,-0.009325245395302773,-0.016301176976412535,-0.0024260810925625263,0.0079960019990005,0.07996001999000499,1319
mlp,min,weighted_vote,8,0.40610313415527344,0.3837338924407959,0.4296446666121483,-0.0251705851405859,-0.03537149550393224,-0.014973464421927929,0.0009995002498750624,0.035982008995502246,1319
mlp,min,weighted_vote,16,0.4465504288673401,0.4200151562690735,0.47460198402404785,-0.018953753635287285,-0.036391206085681915,-0.0022744503803551197,0.026986506746626688,0.2748625687156422,1319
mlp,mean,argmax,1,0.30773311853408813,0.2901061475276947,0.32589181512594223,0.0,0.0,0.0,1.0,1.0,1319
mlp,mean,argmax,2,0.3305155634880066,0.31224317029118537,0.34943234249949456,0.021607277914881706,0.015920203598216175,0.02702994751743971,0.0009995002498750624,0.035982008995502246,1319
mlp,mean,argmax,4,0.3454510569572449,0.32626610472798345,0.3655041463673115,-0.02884761057794094,-0.03722516819834709,-0.02073445767164231,0.0009995002498750624,0.035982008995502246,1319
mlp,mean,argmax,8,0.35018953680992126,0.32888078689575195,0.3716849863529205,-0.08108415454626083,-0.09522554576396942,-0.0671721026301384,0.0009995002498750624,0.035982008995502246,1319
mlp,mean,argmax,16,0.34420016407966614,0.31766489148139954,0.3715125024318694,-0.12130402028560638,-0.14556482434272766,-0.09704321622848511,0.0009995002498750624,0.035982008995502246,1319
mlp,mean,weighted_vote,1,0.30773311853408813,0.2901061475276947,0.32589181512594223,0.0,0.0,0.0,1.0,1.0,1319
mlp,mean,weighted_vote,2,0.3305155634880066,0.31224317029118537,0.34943234249949456,0.021607277914881706,0.015920203598216175,0.02702994751743971,0.0009995002498750624,0.035982008995502246,1319
mlp,mean,weighted_vote,4,0.38089460134506226,0.35974127650260923,0.40280612707138064,0.006595904938876629,0.001249051984632388,0.011713419109582901,0.015992003998001,0.14392803598200898,1319
mlp,mean,weighted_vote,8,0.4277104139328003,0.40394240617752075,0.45178545266389847,-0.003563304664567113,-0.009780135960318148,0.0027672483178321273,0.2638680659670165,0.7916041979010495,1319
mlp,mean,weighted_vote,16,0.4730856716632843,0.44503411650657654,0.5011371970176697,0.007581501267850399,-0.006065201014280319,0.019711902365088463,0.28285857071464265,1.0,1319
mlp,last,argmax,1,0.30773311853408813,0.2901061475276947,0.32589181512594223,0.0,0.0,0.0,1.0,1.0,1319
mlp,last,argmax,2,0.3337755799293518,0.315463412553072,0.3528809264302254,0.02486732229590416,0.019257014617323875,0.03051554230041802,0.0009995002498750624,0.035982008995502246,1319
mlp,last,argmax,4,0.34715694189071655,0.3277464024722576,0.3668707489967346,-0.02714177407324314,-0.03552027940750122,-0.019067475525662302,0.0009995002498750624,0.035982008995502246,1319
mlp,last,argmax,8,0.3465883433818817,0.3260794058442116,0.36766679808497427,-0.08468536287546158,-0.09795583505183458,-0.071530519425869,0.0009995002498750624,0.035982008995502246,1319
