head,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
linear,0.7672211527824402,0.7501309230923653,0.7839315012097359,0.7603392004966736,0.7387964308261872,0.7808971166610718
mlp,0.8373913764953613,0.8223818510770797,0.8520626097917556,0.836320161819458,0.8192710325121879,0.8526600822806358
cnn,0.8485900163650513,0.8335786536335945,0.8633169993758202,0.850174069404602,0.8332808837294579,0.8667914777994156
gru,0.8527426719665527,0.8381648868322372,0.8675037786364556,0.8552653789520264,0.8386112332344056,0.8708297774195671
attention,0.8692118525505066,0.8548132300376892,0.8830654218792915,0.8742918968200684,0.8582502484321595,0.8896160036325454
attention_pe,0.8651225566864014,0.8510918185114861,0.8787108942866325,0.8624150156974792,0.8457082614302636,0.878057524561882
