head_a,head_b,roc_auc_diff,roc_auc_diff_ci_low,roc_auc_diff_ci_high,roc_auc_prob_a_better,roc_auc_significant,average_precision_diff,average_precision_diff_ci_low,average_precision_diff_ci_high,average_precision_prob_a_better,average_precision_significant
attention,cnn,0.009277641773223877,0.0016229242086410523,0.01702972203493118,0.99,True,0.010942578315734863,-0.0011655494570732116,0.023340432345867152,0.962,False
attention,mlp,0.0200919508934021,0.012010557949543,0.0283840149641037,1.0,True,0.023777246475219727,0.009982724487781525,0.03624271899461746,1.0,True
cnn,mlp,0.010814309120178223,0.006000392138957977,0.015562357008457182,1.0,True,0.012834668159484863,0.0041597291827201845,0.02170635163784027,0.998,True
