head,full_causal_mean_abs_difference,full_causal_correlation,causal_step_roc_auc,full_step_roc_auc,causal_minus_full_roc_auc
linear,1.3952502797565103e-07,0.9999998807907104,0.7781713604927063,0.7781713604927063,0.0
mlp,4.5471475118574745e-07,1.0,0.822910487651825,0.822910487651825,0.0
cnn,1.6482588052749634,0.6363555788993835,0.7616985440254211,0.8279131054878235,-0.06621456146240234
gru,0.6294211745262146,0.9202576279640198,0.7857500910758972,0.8030291199684143,-0.01727902889251709
attention,1.1027355194091797,0.8386197686195374,0.7432318925857544,0.805936336517334,-0.06270444393157959
