head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
mlp,two_consecutive,0.05,-6.009033679962158,0.049786628733997154,2220,2011,675,1336,209,0.054814814814814816,0.010479041916167664,0.2986526946107784,0.012724550898203593,0.0748502994011976,0.1474550898203593,3.258145332336426,3.0,0.13420103772755254,0.11784363732301469,0.164740595033194,0.4512355993316331,0.26115766907035665,0.2727272727272727,,,,,,,,,,,,,,,,
mlp,two_consecutive,0.1,-5.362460613250732,0.09957325746799431,2220,2011,675,1336,209,0.11407407407407408,0.020958083832335328,0.39595808383233533,0.02470059880239521,0.13997005988023953,0.24476047904191617,2.610585927963257,2.0,0.18687890247119868,0.15601090493360303,0.21809687730513894,0.4512355993316331,0.34574157084389007,0.3444976076555024,,,,,,,,,,,,,,,,
cnn,single_low,0.01,-8.656954765319824,0.00995732574679943,2220,2011,675,1336,209,0.022222222222222223,0.004491017964071856,0.13023952095808383,0.0074850299401197605,0.020209580838323353,0.04790419161676647,4.0459771156311035,3.0,0.04458710755430481,0.040717614985489405,0.05692156380624539,0.4512355993316331,0.09023582147729488,0.20574162679425836,,,,,,,,,,,,,,,,
cnn,single_low,0.05,-7.390401840209961,0.049786628733997154,2220,2011,675,1336,209,0.06814814814814815,0.014970059880239521,0.35179640718562877,0.029940119760479042,0.07934131736526946,0.19835329341317365,3.0531914234161377,2.0,0.14106059273590713,0.12048192771084337,0.16842881731005654,0.4512355993316331,0.26700448255700643,0.45933014354066987,0.05037036910653114,0.08740741014480591,0.008982036262750626,0.021706586703658104,0.3248315751552582,0.37799400091171265,0.02168787457048893,0.038922157138586044,0.06511975824832916,0.09431137889623642,0.17737649381160736,0.22157561779022217,0.10857947915792465,0.13315269351005554,0.2438724786043167,0.2915862202644348
cnn,single_low,0.1,-6.887780666351318,0.09957325746799431,2220,2011,675,1336,209,0.10962962962962963,0.027694610778443114,0.4528443113772455,0.04416167664670659,0.12574850299401197,0.2964071856287425,2.6512396335601807,2.0,0.18424061208336998,0.1547797027526163,0.21637570690926974,0.4512355993316331,0.34301305788345354,0.5980861244019139,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.01,-8.255860328674316,0.00995732574679943,2220,2011,675,1336,209,0.014814814814814815,0.002245508982035928,0.08383233532934131,0.0037425149700598802,0.0074850299401197605,0.012724550898203593,4.8660712242126465,4.0,0.027614106059273592,0.02523964471022777,0.035283993115318414,0.4512355993316331,0.05593451568894952,0.03349282296650718,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.05,-6.943020820617676,0.049786628733997154,2220,2011,675,1336,209,0.05037037037037037,0.010479041916167664,0.25673652694610777,0.008982035928143712,0.027694610778443114,0.06437125748502993,3.583090305328369,3.0,0.10113446486676633,0.08732741183712954,0.12208015736415048,0.4512355993316331,0.19352952640810758,0.13875598086124402,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.1,-5.955738544464111,0.09957325746799431,2220,2011,675,1336,209,0.12,0.025449101796407185,0.40344311377245506,0.025449101796407185,0.0688622754491018,0.15718562874251496,2.81632661819458,3.0,0.17034561604080556,0.14035704863248616,0.1962134251290878,0.4512355993316331,0.31105047748976805,0.28708133971291866,,,,,,,,,,,,,,,,
gru,single_low,0.01,-8.616308212280273,0.00995732574679943,2220,2011,675,1336,209,0.007407407407407408,0.0007485029940119761,0.08907185628742514,0.0014970059880239522,0.0037425149700598802,0.0074850299401197605,6.210083961486816,6.0,0.035001319145193915,0.03350628792542432,0.046840422916154416,0.4512355993316331,0.07425453128045216,0.6698564593301436,,,,,,,,,,,,,,,,
gru,single_low,0.05,-7.660433292388916,0.049786628733997154,2220,2011,675,1336,209,0.05925925925925926,0.0037425149700598802,0.25748502994011974,0.017964071856287425,0.036676646706586824,0.05913173652694611,4.110465049743652,4.0,0.10280538211239117,0.09198839152229356,0.12859601671994098,0.4512355993316331,0.20385889690118886,0.84688995215311,0.04148148000240326,0.07559262961149216,0.0007485030218958855,0.006736526731401682,0.23353293538093567,0.2799588441848755,0.011227545328438282,0.024700598791241646,0.026946106925606728,0.04715568944811821,0.04640718549489975,0.07110778242349625,0.07894933968782425,0.10490520298480988,0.17820051312446594,0.23067079484462738
