head_a,head_b,roc_auc_diff,roc_auc_diff_ci_low,roc_auc_diff_ci_high,roc_auc_prob_a_better,roc_auc_significant,average_precision_diff,average_precision_diff_ci_low,average_precision_diff_ci_high,average_precision_prob_a_better,average_precision_significant
attention,cnn,0.01116710901260376,0.004570700228214264,0.018421827256679534,0.999,True,0.01109302043914795,0.0019292831420898438,0.020345965027809144,0.995,True
attention,mlp,0.024657607078552246,0.017397640645503996,0.03168595731258392,1.0,True,0.03167015314102173,0.020142035186290742,0.042801272869110105,1.0,True
cnn,mlp,0.013490498065948486,0.008234408497810364,0.018633565306663512,1.0,True,0.02057713270187378,0.011370795965194701,0.02956044822931289,1.0,True
