head,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
attention,0.872039794921875,0.8587129071354866,0.8846063688397408,0.8472578525543213,0.8299763068556786,0.8634054675698281
cnn,0.8608726859092712,0.84832653850317,0.8736751571297645,0.8361648321151733,0.8189856097102165,0.853400619328022
mlp,0.8473821878433228,0.8345205694437027,0.8615229159593583,0.8155876994132996,0.7980491369962692,0.8335160002112388
