head,full_causal_mean_abs_difference,full_causal_correlation,causal_step_roc_auc,full_step_roc_auc,causal_minus_full_roc_auc
linear,1.449644315698606e-07,1.0,0.7871659994125366,0.7871658802032471,1.1920928955078125e-07
mlp,4.78069637210865e-07,1.0,0.8413885235786438,0.8413884043693542,1.1920928955078125e-07
cnn,1.7174031734466553,0.7296690344810486,0.7925605773925781,0.8539860844612122,-0.06142550706863403
gru,1.090322732925415,0.9275261163711548,0.8352349996566772,0.8546541929244995,-0.019419193267822266
attention,0.9497571587562561,0.9257756471633911,0.8462823629379272,0.8734456896781921,-0.027163326740264893
attention_pe,1.3480161428451538,0.8605210781097412,0.8186236023902893,0.8695724606513977,-0.0509488582611084
