head,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
linear,0.7871658802032471,0.7725594490766525,0.8019486576318741,0.7434331178665161,0.7241777494549752,0.7637338176369667
mlp,0.8413884043693542,0.8278674438595772,0.8555038765072822,0.8074451088905334,0.7897563502192497,0.8262426242232322
cnn,0.8539860844612122,0.8409211352467537,0.8670803919434548,0.8239462375640869,0.8068831562995911,0.8418843939900398
gru,0.8546541929244995,0.8408641949295997,0.8680004298686981,0.8248916268348694,0.8067389130592346,0.843130911886692
attention,0.8734456896781921,0.860321894288063,0.886230631172657,0.8455730080604553,0.8297573268413544,0.8629178866744042
attention_pe,0.8695724606513977,0.8562626659870147,0.8824196234345436,0.841658353805542,0.8244172111153603,0.8589237168431282
