head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
attention_pe,two_consecutive,0.01,-9.17813777923584,0.00995732574679943,2220,2011,675,1336,209,0.022222222222222223,0.0,0.12275449101796407,0.0007485029940119761,0.0029940119760479044,0.012724550898203593,4.939024448394775,5.0,0.045730366722363906,0.04318001934746284,0.06036390459798377,0.4512355993316331,0.095692847398168,0.0861244019138756,,,,,,,,,,,,,,,,
attention_pe,two_consecutive,0.05,-8.252573013305664,0.049786628733997154,2220,2011,675,1336,209,0.047407407407407405,0.0074850299401197605,0.2410179640718563,0.010479041916167664,0.02619760479041916,0.0875748502994012,3.3354036808013916,3.0,0.12268050303403395,0.10940110808196289,0.15293828374723384,0.4512355993316331,0.24244786591307738,0.13875598086124402,,,,,,,,,,,,,,,,
attention_pe,two_consecutive,0.1,-7.251897811889648,0.09957325746799431,2220,2011,675,1336,209,0.0962962962962963,0.023203592814371257,0.35778443113772457,0.02694610778443114,0.125,0.24176646706586827,2.2635984420776367,2.0,0.20719373845747954,0.17377539354498286,0.2429309073026801,0.4512355993316331,0.3851101149873319,0.215311004784689,,,,,,,,,,,,,,,,
random_score,single_low,0.01,0.0028082134667783976,0.00995732574679943,2220,2011,675,1336,209,0.007407407407407408,0.0037425149700598802,0.01347305389221557,0.0037425149700598802,0.008233532934131737,0.008982035928143712,2.6111111640930176,1.0,0.006859555008354586,0.004397150646381145,0.006147037128104254,0.4512355993316331,0.009744689144416294,0.05741626794258373,,,,,,,,,,,,,,,,
random_score,single_low,0.05,0.011866808868944645,0.049786628733997154,2220,2011,675,1336,209,0.05037037037037037,0.0187125748502994,0.0531437125748503,0.014970059880239521,0.023952095808383235,0.03293413173652695,2.7183098793029785,2.0,0.036584293377891125,0.0199630639345704,0.02790754856159331,0.4512355993316331,0.04424088871564997,0.1291866028708134,,,,,,,,,,,,,,,,
random_score,single_low,0.1,0.024541081860661507,0.09957325746799431,2220,2011,675,1336,209,0.09925925925925926,0.035179640718562874,0.09805389221556886,0.029191616766467067,0.04640718562874251,0.06212574850299401,2.648854970932007,2.0,0.07316858675578225,0.040893501011344646,0.05716744529136956,0.4512355993316331,0.09062560904307153,0.23444976076555024,,,,,,,,,,,,,,,,
random_score,two_consecutive,0.01,0.058632079511880875,0.00995732574679943,2220,2011,675,1336,209,0.01037037037037037,0.0029940119760479044,0.01721556886227545,0.0,0.0037425149700598802,0.006736526946107785,4.043478488922119,3.0,0.010641104564242372,0.00791487116348606,0.011064666830587657,0.4512355993316331,0.017540440459949326,0.07655502392344497,,,,,,,,,,,,,,,,
random_score,two_consecutive,0.05,0.11132986098527908,0.049786628733997154,2220,2011,675,1336,209,0.03259259259259259,0.006736526946107785,0.05389221556886228,0.006736526946107785,0.016467065868263474,0.027694610778443114,3.7638888359069824,2.0,0.02462404361973441,0.019611291882859906,0.02741578559134497,0.4512355993316331,0.04346131358409667,0.15311004784688995,,,,,,,,,,,,,,,,
random_score,two_consecutive,0.1,0.16579939424991608,0.09957325746799431,2220,2011,675,1336,209,0.0874074074074074,0.01721556886227545,0.10329341317365269,0.009730538922155689,0.03592814371257485,0.05239520958083832,3.4855072498321533,2.0,0.05883387564857972,0.0395743558174303,0.05532333415293828,0.4512355993316331,0.08770220229974664,0.2679425837320574,,,,,,,,,,,,,,,,
no_pruning,none,0.0,,,2223,2014,678,1336,209,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.4512355993316331,0.0,0.0,,,,,,,,,,,,,,,,
oracle_first_error,oracle,0.0,,,2223,2014,678,1336,209,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4512355993316331,0.4512355993316331,0.6308089500860585,0.4512355993316331,1.0,0.0,,,,,,,,,,,,,,,,
