head,threshold,calibration_accuracy,n_trajectories,n_steps,accuracy,balanced_accuracy,roc_auc,average_precision,ranking_accuracy,first_error_boundary_drop,matched_correct_boundary_drop,position_controlled_boundary_effect,n_error_boundaries
linear,-3.488628625869751,0.7144432067871094,2223,13807,0.7136235237121582,0.7137981057167053,0.7871658802032471,0.7434331178665161,0.9453407968389859,0.7903524472868755,0.2762630875331744,0.5140893597537011,879
mlp,-3.3912930488586426,0.7577361464500427,2223,13807,0.7583834528923035,0.7563014030456543,0.8413884043693542,0.8074451088905334,0.9543134672374053,0.8406694701706421,0.11981453076856852,0.7208549394020736,879
cnn,-3.694411277770996,0.7756707072257996,2223,13807,0.768812894821167,0.7661144137382507,0.8539860844612122,0.8239462375640869,0.9546427395456042,0.94031517164182,0.0726871673824682,0.8676280042593518,879
gru,-2.9953079223632812,0.777434766292572,2223,13807,0.7727963924407959,0.7719500064849854,0.8546541929244995,0.8248916268348694,0.9486335199209747,0.6386715997300779,0.05188296740714093,0.586788632322937,879
attention,-3.453301429748535,0.7906652092933655,2223,13807,0.793148398399353,0.7930097579956055,0.8734456896781921,0.8455730080604553,0.9688014487981561,0.7468741265325823,0.060655542358700285,0.686218584173882,879
attention_pe,-3.9199600219726562,0.7942668199539185,2223,13807,0.7964800596237183,0.7957016229629517,0.8695724606513977,0.841658353805542,0.9722588080342444,0.7579795642288675,0.07225795293682039,0.6857216112920471,879
